,value,supplier_name,publish_date,agency_name
919581,28831.59,TELSTRA,2008-02-11,Department of Infrastructure Transport Regional Development and Local Government
919584,203489.07,IRON MOUNTAIN AUSTRALIA PTY LTD,2008-02-11,Department of Infrastructure Transport Regional Development and Local Government
919586,183901.43,IRON MOUNTAIN AUSTRALIA PTY LTD,2008-02-11,Department of Infrastructure Transport Regional Development and Local Government
919588,78532.3,IRON MOUNTAIN AUSTRALIA PTY LTD,2008-02-11,Department of Infrastructure Transport Regional Development and Local Government
919592,432964.11,United Group Services Pty Ltd,2008-02-11,Department of Infrastructure Transport Regional Development and Local Government
919596,104193.29,United Group Services Pty Ltd,2008-02-11,Department of Infrastructure Transport Regional Development and Local Government
919600,1134220.18,United Group Services Pty Ltd,2008-02-11,Department of Infrastructure Transport Regional Development and Local Government
919605,110000.0,United Group Services Pty Ltd,2008-02-11,Department of Infrastructure Transport Regional Development and Local Government
919938,17600.0,CAMILLA WEBSTER,2008-02-12,Department of Infrastructure Transport Regional Development and Local Government
919940,70000.0,Peoplebank Australia Ltd,2008-02-12,Department of Infrastructure Transport Regional Development and Local Government
919942,16549.5,VAST Pty Ltd Trading as Vast,2008-02-12,Department of Infrastructure Transport Regional Development and Local Government
919944,35000.0,Hays Specialist Recruitment (AUST),2008-02-12,Department of Infrastructure Transport Regional Development and Local Government
919947,31900.0,AMBIT GROUP PTY LTD,2008-02-12,Department of Infrastructure Transport Regional Development and Local Government
919949,25000.0,SMS Management & Technology,2008-02-12,Department of Infrastructure Transport Regional Development and Local Government
926665,48494.11,Gray Management Systems,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926667,25740.0,Intelligent Risks Pty Ltd,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926669,81180.0,The Trustee for The Jim Truscott Fa,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926672,106480.0,DATA#3 LTD,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926673,70000.0,Rosslogic Pty Ltd,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926675,200000.0,WALTER & TURNBULL  PTY LTD,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926677,38500.0,Vedior Asia Pacific Pty Limited,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926679,66000.0,ITNEWCOM PTY LTD,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926681,15000.0,Kit Filor,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926683,61600.0,Hays Specialist Recruitment (AUST),2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926684,60375.0,McGrath Nicol Advisory Partnership,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926686,68688.94,Zallcom Pty Ltd,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926688,75000.0,OSTACUFF PTY LTD,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926690,28879.86,AUST GOVT SOLICITOR-CENTRAL OFF,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926691,11097.89,OPTUS BILLING SERVICES PTY LTD,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926693,628099.98,GEOSCIENCE AUSTRALIA,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926695,75000.0,Total Learn Pty Ltd,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926697,11000.0,INTERWOVEN INC,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926699,61380.0,Frontier Group,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926700,382951.8,BCS Conveyor Solutions Pty Ltd,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926701,45188.0,KPMG AUSTRALIA,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926703,25000.0,Bryan Beudeker T/as FrontFoot Pty L,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926705,41474.7,CORPORATE EXPRESS,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926708,39006.22,MINTER ELLISON LAWYERS,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926710,11880.0,KOWALSKI RECRUITMENT PTY LTD,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
926712,1696073.01,AUSTRALIAN ELECTORAL COMMISSION (AE,2008-02-25,Department of Infrastructure Transport Regional Development and Local Government
927525,14000.01,Vedior Asia Pacific Pty Limited,2008-03-03,Department of Infrastructure Transport Regional Development and Local Government
927527,15000.0,FSASER HOTEL PTY LTD,2008-03-03,Department of Infrastructure Transport Regional Development and Local Government
927529,33000.0,Morison Consulting Pty Ltd,2008-03-03,Department of Infrastructure Transport Regional Development and Local Government
927531,31500.04,Allstaff Australia P/L,2008-03-03,Department of Infrastructure Transport Regional Development and Local Government
927534,20000.0,AMBIT GROUP PTY LTD,2008-03-03,Department of Infrastructure Transport Regional Development and Local Government
927536,45283.21,VERISIGN AUSTRALIA PTY LTD,2008-03-03,Department of Infrastructure Transport Regional Development and Local Government
927538,20790.0,Vedior Asia Pacific Pty Limited,2008-03-03,Department of Infrastructure Transport Regional Development and Local Government
927540,33000.0,D'ARCY CONSULTING GROUP PTY LTD,2008-03-03,Department of Infrastructure Transport Regional Development and Local Government
927543,22000.0,Rosslogic Pty Ltd,2008-03-03,Department of Infrastructure Transport Regional Development and Local Government
927545,50000.01,PRICEWATERHOUSECOOPERS,2008-03-03,Department of Infrastructure Transport Regional Development and Local Government
927547,550000.0,HMA Blaze Pty Ltd,2008-03-03,Department of Infrastructure Transport Regional Development and Local Government
928939,200000.0,Reputation Pty Ltd,2008-03-11,Department of Infrastructure Transport Regional Development and Local Government
928941,14025.0,VAST Pty Ltd Trading as Vast,2008-03-11,Department of Infrastructure Transport Regional Development and Local Government
928943,132000.0,SME GATEWAY LTD,2008-03-11,Department of Infrastructure Transport Regional Development and Local Government
928945,110000.0,SMEC AUSTRALIA PTY LIMITED,2008-03-11,Department of Infrastructure Transport Regional Development and Local Government
928947,40368.64,OAKTON AA SERVICES PTY LTD,2008-03-11,Department of Infrastructure Transport Regional Development and Local Government
928949,14401.2,Clayton Utz Canberra,2008-03-11,Department of Infrastructure Transport Regional Development and Local Government
928951,59412.41,MINTER ELLISON LAWYERS,2008-03-11,Department of Infrastructure Transport Regional Development and Local Government
928953,103901.92,IRON MOUNTAIN AUSTRALIA PTY LTD,2008-03-11,Department of Infrastructure Transport Regional Development and Local Government
928956,479070.81,IRON MOUNTAIN AUSTRALIA PTY LTD,2008-03-11,Department of Infrastructure Transport Regional Development and Local Government
928958,104193.29,United Group Services Pty Ltd,2008-03-11,Department of Infrastructure Transport Regional Development and Local Government
928960,1143544.09,United Group Services Pty Ltd,2008-03-11,Department of Infrastructure Transport Regional Development and Local Government
928962,957928.03,United Group Services Pty Ltd,2008-03-11,Department of Infrastructure Transport Regional Development and Local Government
930869,24000.0,Hays Specialist Recruitment (AUST),2008-03-17,Department of Infrastructure Transport Regional Development and Local Government
930871,28777.06,Hays Specialist Recruitment (AUST),2008-03-17,Department of Infrastructure Transport Regional Development and Local Government
930873,22000.0,PROTIVITI PTY LTD,2008-03-17,Department of Infrastructure Transport Regional Development and Local Government
930875,83050.0,GHD Pty Ltd,2008-03-17,Department of Infrastructure Transport Regional Development and Local Government
930877,25000.0,Peoplebank Australia Ltd,2008-03-17,Department of Infrastructure Transport Regional Development and Local Government
930879,18263.3,Clayton Utz Canberra,2008-03-17,Department of Infrastructure Transport Regional Development and Local Government
930881,16327.09,CORPORATE EXPRESS,2008-03-17,Department of Infrastructure Transport Regional Development and Local Government
930883,17554.89,Inkspott Promotions,2008-03-17,Department of Infrastructure Transport Regional Development and Local Government
930885,16000.0,Cinden Lester Communications,2008-03-17,Department of Infrastructure Transport Regional Development and Local Government
930887,13200.0,D'ARCY CONSULTING GROUP PTY LTD,2008-03-17,Department of Infrastructure Transport Regional Development and Local Government
930890,75148.46,Hays Specialist Recruitment (AUST),2008-03-17,Department of Infrastructure Transport Regional Development and Local Government
930892,36094.08,Hyro Solutions Pty Ltd,2008-03-17,Department of Infrastructure Transport Regional Development and Local Government
930894,16003.46,MINTER ELLISON LAWYERS,2008-03-17,Department of Infrastructure Transport Regional Development and Local Government
930896,25000.0,APIS CONSULTING,2008-03-17,Department of Infrastructure Transport Regional Development and Local Government
930898,10893.0,HYATT HOTEL CANBERRA,2008-03-17,Department of Infrastructure Transport Regional Development and Local Government
930900,100255.93,MINTER ELLISON LAWYERS,2008-03-17,Department of Infrastructure Transport Regional Development and Local Government
932381,35420.0,SAP AUSTRALIA P/L - HEAD OFFICE,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932382,19184.0,Bayley Family Trust,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932383,14300.0,Bayley Family Trust,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932384,20944.01,Bayley Family Trust,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932386,31660.02,JOAN MARGARET WILSON JONES,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932387,45820.89,ACT PLANNING  & LAND AUTHORITY,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932388,59899.9,Hays Specialist Recruitment (AUST),2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932389,46393.75,ATTORNEY-GENERAL'S DEPARTMENT,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932391,37000.0,ERNST & YOUNG,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932392,35999.7,Peoplebank Australia Ltd,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932393,24200.0,OAKTON AA SERVICES PTY LTD,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932394,343170.0,Hyder Consulting Pty Ltd,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932396,22000.0,ERNST & YOUNG,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932397,44000.0,Hays Specialist Recruitment (AUST),2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932399,106356.12,OAKTON AA SERVICES PTY LTD,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932401,31300.0,SIRVA Pty Ltd,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932403,59015.21,Inger VANDYKE & Richard Baxter,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932405,66477.06,Paul Francis & Rosanna HUSSEY,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932407,93555.0,SME GATEWAY LTD,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932409,659500.0,OPTUS BILLING SERVICES PTY LTD,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
932411,19853.02,MINTER ELLISON LAWYERS,2008-03-25,Department of Infrastructure Transport Regional Development and Local Government
933626,60000.0,SMS Management & Technology,2008-03-31,Department of Infrastructure Transport Regional Development and Local Government
933628,65000.0,Hyro Solutions Pty Ltd,2008-03-31,Department of Infrastructure Transport Regional Development and Local Government
933630,115000.0,THE TRUSTEE FOR THE D & K FAMILY,2008-03-31,Department of Infrastructure Transport Regional Development and Local Government
933632,36256.0,Tracey Brunstorm & Hammond Pty Ltd,2008-03-31,Department of Infrastructure Transport Regional Development and Local Government
933634,69226.1,ERNST & YOUNG,2008-03-31,Department of Infrastructure Transport Regional Development and Local Government
933636,23595.0,AMBIT GROUP PTY LTD,2008-03-31,Department of Infrastructure Transport Regional Development and Local Government
935474,33000.0,Porter Novelli Australia P/L,2008-04-08,Department of Infrastructure Transport Regional Development and Local Government
935476,38500.0,CAREERS UNLIMITED PTY LTD,2008-04-08,Department of Infrastructure Transport Regional Development and Local Government
935478,49995.0,HART SECURITY AUSTRALIA PTY LIMITED,2008-04-08,Department of Infrastructure Transport Regional Development and Local Government
935480,50292.0,AMBIT GROUP PTY LTD,2008-04-08,Department of Infrastructure Transport Regional Development and Local Government
935484,11700.0,Hudson Global Resources (Aust) P/L,2008-04-08,Department of Infrastructure Transport Regional Development and Local Government
935486,25000.0,THE OBSERVATORY HOTEL,2008-04-08,Department of Infrastructure Transport Regional Development and Local Government
935488,24999.7,CPP INSTANT PRINTING,2008-04-08,Department of Infrastructure Transport Regional Development and Local Government
935490,21500.0,NAVIGATE PTY LTD,2008-04-08,Department of Infrastructure Transport Regional Development and Local Government
935492,58000.0,NAVIGATE PTY LTD,2008-04-08,Department of Infrastructure Transport Regional Development and Local Government
935494,17600.0,NGIS AUSTRALIA PTY LTD,2008-04-08,Department of Infrastructure Transport Regional Development and Local Government
935496,70000.0,SMS Management & Technology,2008-04-08,Department of Infrastructure Transport Regional Development and Local Government
935498,110000.0,SME GATEWAY LTD,2008-04-08,Department of Infrastructure Transport Regional Development and Local Government
935500,49999.99,SMS Management & Technology,2008-04-08,Department of Infrastructure Transport Regional Development and Local Government
940409,19999.99,QINETIQ CONSULTING PTY LTD,2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
940411,50000.5,Thinkplace Pty Ltd,2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
940413,15000.0,HYATT HOTEL CANBERRA,2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
940415,16678.2,The Trustte for Australian Hotels T,2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
940417,10000.0,Cinden Lester Communications,2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
940419,25791.15,Hays Specialist Recruitment (AUST),2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
940421,10128.28,Hudson Global Resources (Aust) P/L,2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
940424,21000.0,CONFERENCE LOGISTICS,2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
940426,10098.0,VAST Pty Ltd Trading as Vast,2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
940428,27225.0,Hudson Global Resources (Aust) P/L,2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
940430,34918.4,Hays Specialist Recruitment (AUST),2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
940432,77000.0,STRATAGEM COMPUTER CONTRACTORS,2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
940434,10989.0,PEN ULTIMATE,2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
940436,18796.49,ETHOS CRS CONSULTING PTY LTD,2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
940438,18404.99,THE TRUSTEE FOR ASPIRE LEARNING &,2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
940442,19800.0,Vedior Asia Pacific Pty Limited,2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
940445,60968.25,DIALOG PTY LTD,2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
940447,105849.59,EXCELERATED CONSULTING,2008-04-15,Department of Infrastructure Transport Regional Development and Local Government
942110,75000.0,BIOMETRIC CONSULTING GROUP,2008-04-22,Department of Infrastructure Transport Regional Development and Local Government
942111,157300.0,L-3 COMMUNICATIONS AUSTRALIA,2008-04-22,Department of Infrastructure Transport Regional Development and Local Government
942112,16924.62,Electroboard Solutions Pty Ltd,2008-04-22,Department of Infrastructure Transport Regional Development and Local Government
942113,13140.27,MINTER ELLISON LAWYERS,2008-04-22,Department of Infrastructure Transport Regional Development and Local Government
942115,15029.0,AUSTRALIAN PUBLIC SERVICE COMMISSIO,2008-04-22,Department of Infrastructure Transport Regional Development and Local Government
942116,15489.1,Clayton Utz Canberra,2008-04-22,Department of Infrastructure Transport Regional Development and Local Government
942117,27500.0,TOLL TRANSITIONS,2008-04-22,Department of Infrastructure Transport Regional Development and Local Government
942118,49165.8,Factiva (aUSTRALIA) Pty Ltd,2008-04-22,Department of Infrastructure Transport Regional Development and Local Government
942120,44150.0,HYATT HOTEL CANBERRA,2008-04-22,Department of Infrastructure Transport Regional Development and Local Government
942122,29975.0,Hays Specialist Recruitment (AUST),2008-04-22,Department of Infrastructure Transport Regional Development and Local Government
942933,19360.0,THETA TECHNOLOGIES PTY LTD,2008-04-29,Department of Infrastructure Transport Regional Development and Local Government
942935,17058.97,Hays Specialist Recruitment (AUST),2008-04-29,Department of Infrastructure Transport Regional Development and Local Government
942937,81876.5,Hays Specialist Recruitment (AUST),2008-04-29,Department of Infrastructure Transport Regional Development and Local Government
942938,83043.46,Hays Specialist Recruitment (AUST),2008-04-29,Department of Infrastructure Transport Regional Development and Local Government
942940,145278.32,"JANE'S INFORMATION GROUP, AUSTRALIA",2008-04-29,Department of Infrastructure Transport Regional Development and Local Government
942941,12054.28,AUSTRALIAN ARCHIVES,2008-04-29,Department of Infrastructure Transport Regional Development and Local Government
942942,55000.0,DATA#3 LTD,2008-04-29,Department of Infrastructure Transport Regional Development and Local Government
942943,14300.0,Intelligence Futures Pty Ltd,2008-04-29,Department of Infrastructure Transport Regional Development and Local Government
942945,68000.0,Hudson Global Resources (Aust) P/L,2008-04-29,Department of Infrastructure Transport Regional Development and Local Government
942946,47335.2,SOUTHERN CROSS COMPUTING PTY LTD,2008-04-29,Department of Infrastructure Transport Regional Development and Local Government
942948,55000.0,Peoplebank Australia Ltd,2008-04-29,Department of Infrastructure Transport Regional Development and Local Government
942950,39600.0,Digital Digest Data Design Pty Ltd,2008-04-29,Department of Infrastructure Transport Regional Development and Local Government
942953,26400.0,SMS Management & Technology,2008-04-29,Department of Infrastructure Transport Regional Development and Local Government
942955,10926.7,Hudson Global Resources (Aust) P/L,2008-04-29,Department of Infrastructure Transport Regional Development and Local Government
942956,365395.8,BCS Conveyor Solutions Pty Ltd,2008-04-29,Department of Infrastructure Transport Regional Development and Local Government
942958,24406.8,MINTER ELLISON LAWYERS,2008-04-29,Department of Infrastructure Transport Regional Development and Local Government
942960,15246.0,AUST GOVT SOLICITOR-CENTRAL OFF,2008-04-29,Department of Infrastructure Transport Regional Development and Local Government
945115,55000.0,JOHN BOWDLER & ASSOC PTY LTD,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945118,20000.0,VIC SMITH INVESTMENT TRUST,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945120,23100.0,Zoo Communications Pty Ltd,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945122,25000.0,Informa Australia Pty Ltd,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945124,20000.0,Morris Walker,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945126,28547.2,THE NOUS GROUP,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945128,12479.01,CPP INSTANT PRINTING,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945130,39600.0,Lex Australia Pty Ltd,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945132,70000.01,Philippa May Horner,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945134,17000.01,Hays Specialist Recruitment (AUST),2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945136,21701.0,Vedior Asia Pacific Pty Limited,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945139,11000.0,Hays Specialist Recruitment (AUST),2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945141,60244.8,SOUTHERN CROSS COMPUTING PTY LTD,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945143,17997.1,McConnell Seats Australia Pty Ltd,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945145,10000.0,Bayley Family Trust,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945147,24045.13,MINTER ELLISON LAWYERS,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945149,27355.13,AUST GOVT SOLICITOR-CENTRAL OFF,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945151,24329.8,MINTER ELLISON LAWYERS,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945153,11604.01,MINTER ELLISON LAWYERS,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945155,14243.63,Vedior Asia Pacific Pty Limited,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945157,19448.0,STRATAGEM COMPUTER CONTRACTORS,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945160,22600.82,MINTER ELLISON LAWYERS,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945162,109613.0,Interwoven Australia Pty Ltd,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945164,27580.93,HART SECURITY AUSTRALIA PTY LIMITED,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945165,15143.26,AUST GOVT SOLICITOR-CENTRAL OFF,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945167,47575.0,CHANGEDRIVERS,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945169,24516.39,WALTER & TURNBULL  PTY LTD,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945171,18000.0,KOWALSKI RECRUITMENT PTY LTD,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945173,20592.0,Hays Specialist Recruitment (AUST),2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945175,52552.5,Hays Specialist Recruitment (AUST),2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945392,10157.18,QANTAS,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945396,10157.18,QANTAS,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945402,10430.3,QANTAS,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945408,10157.18,QANTAS,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945410,10540.7,CATHAY PACIFIC,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945413,13605.17,QANTAS,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945416,10509.85,QANTAS,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
945418,10525.9,QANTAS,2008-05-08,Department of Infrastructure Transport Regional Development and Local Government
946061,10846.68,Aircraft Technical Publishers,2008-05-09,Department of Infrastructure Transport Regional Development and Local Government
946062,11111.24,Air Canada,2008-05-09,Department of Infrastructure Transport Regional Development and Local Government
946067,11785.69,Air New Zealand,2008-05-09,Department of Infrastructure Transport Regional Development and Local Government
946074,12633.32,Aircraft Technical Publishers,2008-05-09,Department of Infrastructure Transport Regional Development and Local Government
946076,15196.5,Air New Zealand,2008-05-09,Department of Infrastructure Transport Regional Development and Local Government
946078,13241.5,Heliwest,2008-05-09,Department of Infrastructure Transport Regional Development and Local Government
946079,17219.73,British Airways,2008-05-09,Department of Infrastructure Transport Regional Development and Local Government
946080,18292.07,Flight Centre,2008-05-09,Department of Infrastructure Transport Regional Development and Local Government
946096,22599.16,Shangri-la International,2008-05-09,Department of Infrastructure Transport Regional Development and Local Government
963599,28900.0,Hays Specialist Recruitment (AUST),2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963601,26795.6,Hays Specialist Recruitment (AUST),2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963603,26334.0,Hays Specialist Recruitment (AUST),2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963605,31421.5,HOGG ROBINSON AUSTRALIA PTY LTD,2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963608,49998.99,Rowland Pty Ltd,2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963610,40505.0,Collective Resources IT Recruitment,2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963614,2732400.0,Outsource Australia Pty Ltd,2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963615,16449.99,PHC Operations P/L,2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963616,32000.0,Preston Rowe Paterson NSW Pty Ltd,2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963618,49500.0,Intelligent Risks Pty Ltd,2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963619,48730.0,Land & Marine Consultants Pty Ltd,2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963620,536649.99,T4-Protective Security,2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963622,119080.01,COLMAR BRUNTON PTY LTD,2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963624,99514.8,COLMAR BRUNTON PTY LTD,2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963625,25000.0,HELICOPTERS (AUSTRALIA) PTY LTD,2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963627,17600.0,ANU ENTERPRISE PTY LTD,2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963628,23990.4,Hays Specialist Recruitment (AUST),2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963629,14520.0,D'ARCY CONSULTING GROUP PTY LTD,2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
963633,39600.0,Allstaff Australia P/L,2008-05-14,Department of Infrastructure Transport Regional Development and Local Government
965707,15203955.0,ASG Group Limited,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965709,15400.0,DLA PHILLIPS FOX,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965711,13981.0,AUST GOVT SOLICITOR-CENTRAL OFF,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965713,100000.0,THE TRUSTEE FOR THE D & K FAMILY TR,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965716,15918.6,DLA PHILLIPS FOX,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965718,24750.0,CSIRO,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965720,230000.0,Excelior Pty Ltd,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965722,40000.4,CAREERS UNLIMITED PTY LTD,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965724,358600.0,FRONTRANGE SOLUTIONS ASIA PACIFIC,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965728,59880.0,COGENT BUSINESS SOLUTIONS PTY LTD,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965730,16000.01,Deloitte Touche Tohmatsu,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965732,12777.04,AUSCO MARTIN PTY LIMITED,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965734,1232000.0,Centrelink,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965736,46200.0,NOETIC SOLUTIONS PTY LTD,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965738,10530.88,MINTER ELLISON LAWYERS,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965740,83210.01,AUSTRALIAN NUCLEAR SCIENCE &,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965742,12260.49,MINTER ELLISON LAWYERS,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965744,10598.5,Clayton Utz Canberra,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965746,11000.0,Vedior Asia Pacific Pty Limited,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965749,10367.5,Clayton Utz Canberra,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965751,27247.77,MINTER ELLISON LAWYERS,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965753,42337.9,AMBIT GROUP PTY LTD,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965755,10076.81,AUST GOVT SOLICITOR-CENTRAL OFF,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965757,78100.0,Intelligent Outcomes Group,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965759,89965.48,Hays Specialist Recruitment (AUST),2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965761,44004.4,Thinkplace Pty Ltd,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
965763,14273.0,Australian Management Control Pty L,2008-05-20,Department of Infrastructure Transport Regional Development and Local Government
967361,18150.0,AUST GOVT SOLICITOR-CENTRAL OFF,2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
967363,30719.59,TELSTRA,2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
